Date,Location,Time,Temperature (°C),Humidity (%),Solar Irradiance (W/m²),Cloud Cover (%),Energy Generated (kWh)
2023-04-20,Ahmedabad,15:00:00,41,38,1011,20,285
2023-04-20,Kolkata,16:00:00,36,88,545,11,441
2023-04-20,Bangalore,17:00:00,33,74,672,10,192
2023-04-20,Hyderabad,18:00:00,29,99,875,53,400
2023-04-20,Goa,19:00:00,32,72,979,82,242
2023-04-20,Pune,20:00:00,31,52,1151,69,242
2023-04-20,Pune,21:00:00,20,74,202,13,400
2023-04-20,Mumbai,22:00:00,41,52,249,32,199
2023-04-20,Delhi,23:00:00,38,63,1124,76,161
2023-04-21,Hyderabad,00:00:00,38,45,1075,25,183
2023-04-21,Goa,01:00:00,25,92,703,13,375
2023-04-21,Chennai,02:00:00,32,80,1183,87,266
2023-04-21,Goa,03:00:00,38,61,410,47,394
2023-04-21,Mumbai,04:00:00,32,67,1172,64,228
2023-04-21,Pune,05:00:00,41,85,727,45,463
2023-04-21,Bangalore,06:00:00,40,98,879,54,166
2023-04-21,Chennai,07:00:00,23,46,482,93,146
2023-04-21,Kolkata,08:00:00,43,68,578,73,473
2023-04-21,Jaipur,09:00:00,21,70,525,73,409
2023-04-21,Bangalore,10:00:00,34,77,497,91,247
2023-04-21,Jaipur,11:00:00,31,57,896,67,349
2023-04-21,Hyderabad,12:00:00,26,79,337,77,236
2023-04-21,Delhi,13:00:00,39,30,324,11,194
2023-04-21,Chennai,14:00:00,37,79,1133,53,337
2023-04-21,Ahmedabad,15:00:00,42,48,591,63,383
2023-04-21,Chennai,16:00:00,32,88,601,46,419
2023-04-21,Goa,17:00:00,36,97,679,36,134
2023-04-21,Pune,18:00:00,23,96,600,73,395
2023-04-21,Goa,19:00:00,44,70,769,40,480
2023-04-21,Goa,20:00:00,33,39,561,26,457
2023-04-21,Hyderabad,21:00:00,39,57,265,41,357
2023-04-21,Bangalore,22:00:00,32,63,627,75,486
2023-04-21,Ahmedabad,23:00:00,22,68,1051,85,369
2023-04-22,Ahmedabad,00:00:00,37,85,913,67,454
2023-04-22,Goa,01:00:00,33,81,720,28,423
2023-04-22,Jaipur,02:00:00,34,32,631,35,146
2023-04-22,Hyderabad,03:00:00,22,52,1134,56,193
2023-04-22,Goa,04:00:00,20,46,304,77,281
2023-04-22,Delhi,05:00:00,43,55,288,11,289
2023-04-22,Pune,06:00:00,36,47,800,44,150
2023-04-22,Bangalore,07:00:00,22,75,1055,19,305
2023-04-22,Kolkata,08:00:00,33,99,205,44,403
2023-04-22,Delhi,09:00:00,22,60,357,22,432
2023-04-22,Jaipur,10:00:00,32,38,578,61,224
2023-04-22,Chennai,11:00:00,34,64,529,85,311
2023-04-22,Chennai,12:00:00,37,89,302,33,468
2023-04-22,Delhi,13:00:00,33,92,422,20,365
2023-04-22,Goa,14:00:00,40,81,601,50,234
2023-04-22,Kolkata,15:00:00,22,77,882,8,471
2023-04-22,Mumbai,16:00:00,38,90,744,73,372
2023-04-22,Mumbai,17:00:00,27,53,708,9,377
2023-04-22,Jaipur,18:00:00,23,87,892,51,414
2023-04-22,Goa,19:00:00,23,93,383,44,399
2023-04-22,Ahmedabad,20:00:00,38,59,1114,51,366
2023-04-22,Ahmedabad,21:00:00,30,58,286,29,397
2023-04-22,Bangalore,22:00:00,20,39,780,63,378
2023-04-22,Kolkata,23:00:00,27,68,579,96,473
2023-04-23,Kolkata,00:00:00,34,84,737,1,313
2023-04-23,Chennai,01:00:00,20,57,612,48,161
2023-04-23,Hyderabad,02:00:00,26,47,1119,95,466
2023-04-23,Jaipur,03:00:00,40,70,717,44,153
2023-04-23,Mumbai,04:00:00,39,94,967,16,437
2023-04-23,Jaipur,05:00:00,39,75,893,27,474
2023-04-23,Ahmedabad,06:00:00,43,89,494,44,464
2023-04-23,Ahmedabad,07:00:00,30,38,459,16,211
2023-04-23,Delhi,08:00:00,33,74,583,58,368
2023-04-23,Bangalore,09:00:00,41,89,1025,13,423
2023-04-23,Kolkata,10:00:00,35,57,503,9,206
2023-04-23,Pune,11:00:00,33,32,515,97,382
2023-04-23,Jaipur,12:00:00,31,80,945,77,470
2023-04-23,Ahmedabad,13:00:00,36,37,993,80,267
2023-04-23,Hyderabad,14:00:00,33,99,918,85,173
2023-04-23,Chennai,15:00:00,29,88,276,17,335
2023-04-23,Mumbai,16:00:00,43,90,879,34,191
2023-04-23,Bangalore,17:00:00,33,87,1053,47,184
2023-04-23,Hyderabad,18:00:00,37,99,578,57,471
2023-04-23,Bangalore,19:00:00,41,41,660,17,174
2023-04-23,Delhi,20:00:00,28,38,255,51,183
2023-04-23,Pune,21:00:00,36,78,1006,29,344
2023-04-23,Ahmedabad,22:00:00,25,46,280,36,327
2023-04-23,Chennai,23:00:00,27,83,1195,39,182
2023-04-24,Hyderabad,00:00:00,32,73,878,5,493
2023-04-24,Bangalore,01:00:00,37,61,375,78,114
2023-04-24,Kolkata,02:00:00,24,64,992,34,400
2023-04-24,Delhi,03:00:00,25,78,1129,25,280
2023-04-24,Kolkata,04:00:00,40,83,582,90,437
2023-04-24,Chennai,05:00:00,38,45,348,29,362
2023-04-24,Hyderabad,06:00:00,23,41,967,74,177
2023-04-24,Delhi,07:00:00,26,37,480,23,328
2023-04-24,Hyderabad,08:00:00,23,50,544,54,332
2023-04-24,Ahmedabad,09:00:00,44,77,989,77,129
2023-04-24,Goa,10:00:00,30,37,990,86,473
2023-04-24,Delhi,11:00:00,31,57,608,8,254
2023-04-24,Kolkata,12:00:00,33,39,917,61,404
2023-04-24,Chennai,13:00:00,32,81,1173,17,284
2023-04-24,Pune,14:00:00,29,44,1121,50,456
2023-04-24,Ahmedabad,15:00:00,37,33,1199,18,354
2023-04-24,Goa,16:00:00,35,91,229,68,268
2023-04-24,Pune,17:00:00,24,33,929,81,180
2023-04-24,Mumbai,18:00:00,27,70,621,32,385
2023-04-24,Ahmedabad,19:00:00,33,84,1181,37,309
2023-04-24,Chennai,20:00:00,24,57,430,12,358
2023-04-24,Bangalore,21:00:00,43,76,558,48,136
2023-04-24,Delhi,22:00:00,27,38,361,72,385
2023-04-24,Hyderabad,23:00:00,44,31,928,89,153
2023-04-25,Chennai,00:00:00,25,96,427,52,468
2023-04-25,Delhi,01:00:00,35,77,1044,0,311
2023-04-25,Pune,02:00:00,23,98,420,11,441
2023-04-25,Hyderabad,03:00:00,31,57,945,23,199
2023-04-25,Jaipur,04:00:00,30,43,272,0,184
2023-04-25,Kolkata,05:00:00,22,75,598,67,312
2023-04-25,Mumbai,06:00:00,31,42,294,6,490
2023-04-25,Ahmedabad,07:00:00,24,45,1139,91,363
2023-04-25,Chennai,08:00:00,25,69,674,68,185
2023-04-25,Mumbai,09:00:00,38,59,294,38,162
2023-04-25,Bangalore,10:00:00,37,94,1105,31,291
2023-04-25,Delhi,11:00:00,35,87,954,48,192
2023-04-25,Delhi,12:00:00,42,77,1084,30,352
2023-04-25,Chennai,13:00:00,30,78,1004,78,237
2023-04-25,Goa,14:00:00,24,31,974,2,148
2023-04-25,Goa,15:00:00,28,43,323,46,220
2023-04-25,Jaipur,16:00:00,22,46,999,14,138
2023-04-25,Kolkata,17:00:00,27,60,699,50,133
2023-04-25,Hyderabad,18:00:00,25,39,978,81,457
2023-04-25,Bangalore,19:00:00,23,99,1143,84,365
2023-04-25,Mumbai,20:00:00,31,66,820,73,108
2023-04-25,Goa,21:00:00,31,93,1059,20,287
2023-04-25,Jaipur,22:00:00,44,59,1163,89,195
2023-04-25,Jaipur,23:00:00,40,63,247,40,232
2023-04-26,Chennai,00:00:00,35,47,1012,2,262
2023-04-26,Bangalore,01:00:00,29,92,294,0,238
2023-04-26,Pune,02:00:00,41,78,676,20,397
2023-04-26,Hyderabad,03:00:00,33,85,232,74,179
2023-04-26,Kolkata,04:00:00,32,87,317,79,190
2023-04-26,Ahmedabad,05:00:00,28,56,843,98,355
2023-04-26,Chennai,06:00:00,26,84,450,20,247
2023-04-26,Hyderabad,07:00:00,31,48,502,74,278
2023-04-26,Ahmedabad,08:00:00,24,52,321,94,356
2023-04-26,Ahmedabad,09:00:00,37,76,417,48,317
2023-04-26,Bangalore,10:00:00,23,95,252,64,366
2023-04-26,Bangalore,11:00:00,21,80,325,40,416
2023-04-26,Mumbai,12:00:00,22,57,358,95,178
2023-04-26,Jaipur,13:00:00,31,86,870,66,266
2023-04-26,Hyderabad,14:00:00,22,87,994,95,203
2023-04-26,Chennai,15:00:00,23,44,800,41,403
2023-04-26,Delhi,16:00:00,25,45,375,68,437
2023-04-26,Chennai,17:00:00,31,76,491,56,383
2023-04-26,Mumbai,18:00:00,38,92,1144,42,444
2023-04-26,Kolkata,19:00:00,29,41,358,11,314
2023-04-26,Jaipur,20:00:00,20,72,690,77,174
2023-04-26,Delhi,21:00:00,36,58,960,63,324
2023-04-26,Goa,22:00:00,35,78,556,50,435
2023-04-26,Kolkata,23:00:00,28,32,833,72,391
2023-04-27,Bangalore,00:00:00,44,98,436,59,442
2023-04-27,Ahmedabad,01:00:00,40,89,627,70,169
2023-04-27,Goa,02:00:00,28,95,324,79,462
2023-04-27,Chennai,03:00:00,42,55,514,27,289
2023-04-27,Chennai,04:00:00,28,98,478,70,205
2023-04-27,Bangalore,05:00:00,31,76,1066,13,169
2023-04-27,Mumbai,06:00:00,42,71,1035,31,109
2023-04-27,Hyderabad,07:00:00,28,60,803,7,313
2023-04-27,Goa,08:00:00,34,51,1137,26,104
2023-04-27,Goa,09:00:00,21,46,304,49,127
2023-04-27,Pune,10:00:00,30,49,241,58,414
2023-04-27,Kolkata,11:00:00,30,37,596,56,492
2023-04-27,Jaipur,12:00:00,27,78,840,2,340
2023-04-27,Kolkata,13:00:00,42,67,659,26,335
2023-04-27,Hyderabad,14:00:00,25,82,690,93,191
2023-04-27,Chennai,15:00:00,40,57,764,33,417
2023-04-27,Chennai,16:00:00,39,58,367,25,444
2023-04-27,Chennai,17:00:00,26,40,801,39,462
2023-04-27,Pune,18:00:00,22,76,958,85,137
2023-04-27,Chennai,19:00:00,27,74,373,31,318
2023-04-27,Hyderabad,20:00:00,37,47,571,40,251
2023-04-27,Bangalore,21:00:00,36,79,798,1,291
2023-04-27,Jaipur,22:00:00,30,78,1080,71,220
2023-04-27,Hyderabad,23:00:00,21,51,349,6,270
2023-04-28,Jaipur,00:00:00,44,74,448,18,209
2023-04-28,Hyderabad,01:00:00,40,90,826,32,243
2023-04-28,Chennai,02:00:00,43,50,379,1,165
2023-04-28,Bangalore,03:00:00,38,90,319,66,421
2023-04-28,Goa,04:00:00,26,65,227,91,296
2023-04-28,Kolkata,05:00:00,37,53,1020,77,145
2023-04-28,Ahmedabad,06:00:00,27,61,316,14,248
2023-04-28,Bangalore,07:00:00,33,88,902,20,159
2023-04-28,Goa,08:00:00,26,34,856,77,237
2023-04-28,Mumbai,09:00:00,40,45,1031,58,189
2023-04-28,Hyderabad,10:00:00,23,40,461,81,311
2023-04-28,Mumbai,11:00:00,36,64,853,38,268
2023-04-28,Goa,12:00:00,24,71,825,19,212
2023-04-28,Bangalore,13:00:00,31,39,1095,0,440
2023-04-28,Hyderabad,14:00:00,28,37,984,72,165
2023-04-28,Ahmedabad,15:00:00,39,55,237,8,401
2023-04-28,Chennai,16:00:00,32,32,396,50,217
2023-04-28,Hyderabad,17:00:00,44,88,724,37,324
2023-04-28,Hyderabad,18:00:00,37,32,823,92,250
2023-04-28,Bangalore,19:00:00,39,67,636,14,266
2023-04-28,Bangalore,20:00:00,28,31,848,83,194
2023-04-28,Goa,21:00:00,23,46,883,40,359
2023-04-28,Delhi,22:00:00,40,65,838,93,358
2023-04-28,Hyderabad,23:00:00,27,31,1073,46,219
2023-04-29,Kolkata,00:00:00,20,63,609,25,173
2023-04-29,Hyderabad,01:00:00,36,56,532,53,461
2023-04-29,Goa,02:00:00,44,66,730,69,195
2023-04-29,Jaipur,03:00:00,28,51,1143,38,391
2023-04-29,Mumbai,04:00:00,39,97,664,16,276
2023-04-29,Chennai,05:00:00,32,43,919,69,126
2023-04-29,Delhi,06:00:00,21,52,357,91,408
2023-04-29,Ahmedabad,07:00:00,32,73,359,8,404
2023-04-29,Ahmedabad,08:00:00,28,94,533,90,310
2023-04-29,Ahmedabad,09:00:00,39,90,951,98,457
2023-04-29,Bangalore,10:00:00,25,84,575,45,356
2023-04-29,Ahmedabad,11:00:00,20,79,278,5,417
2023-04-29,Chennai,12:00:00,44,41,1043,67,304
2023-04-29,Mumbai,13:00:00,24,44,1068,15,454
2023-04-29,Ahmedabad,14:00:00,22,46,1042,86,165
2023-04-29,Hyderabad,15:00:00,23,63,396,86,249
2023-04-29,Hyderabad,16:00:00,20,64,319,28,266
2023-04-29,Bangalore,17:00:00,33,68,959,40,319
2023-04-29,Chennai,18:00:00,28,84,850,67,399
2023-04-29,Mumbai,19:00:00,43,88,425,61,357
2023-04-29,Delhi,20:00:00,23,34,794,39,302
2023-04-29,Goa,21:00:00,37,59,609,61,339
2023-04-29,Mumbai,22:00:00,33,33,737,23,414
2023-04-29,Goa,23:00:00,44,44,839,5,328
2023-04-30,Jaipur,00:00:00,23,64,1112,39,255
2023-04-30,Goa,01:00:00,44,84,934,69,317
2023-04-30,Kolkata,02:00:00,29,95,538,57,294
2023-04-30,Hyderabad,03:00:00,22,89,755,13,369
2023-04-30,Chennai,04:00:00,42,53,795,77,115
2023-04-30,Pune,05:00:00,26,51,1118,44,340
2023-04-30,Bangalore,06:00:00,29,73,736,98,351
2023-04-30,Kolkata,07:00:00,32,61,419,5,150
2023-04-30,Goa,08:00:00,23,80,492,22,455
2023-04-30,Ahmedabad,09:00:00,37,32,403,61,127
2023-04-30,Chennai,10:00:00,30,99,1079,83,152
2023-04-30,Kolkata,11:00:00,44,61,904,16,407
2023-04-30,Bangalore,12:00:00,23,31,713,83,215
2023-04-30,Hyderabad,13:00:00,43,88,401,69,108
2023-04-30,Chennai,14:00:00,33,43,1065,27,110
2023-04-30,Bangalore,15:00:00,37,80,231,12,206
2023-04-30,Jaipur,16:00:00,27,40,288,28,400
2023-04-30,Jaipur,17:00:00,29,39,401,44,440
2023-04-30,Bangalore,18:00:00,24,87,1150,19,357
2023-04-30,Kolkata,19:00:00,42,63,889,57,281
2023-04-30,Chennai,20:00:00,26,82,904,80,269
2023-04-30,Kolkata,21:00:00,31,57,871,53,424
2023-04-30,Delhi,22:00:00,44,47,492,98,238
2023-04-30,Goa,23:00:00,22,55,915,63,384
2023-05-01,Delhi,00:00:00,23,36,952,51,210
2023-05-01,Jaipur,01:00:00,29,74,314,42,191
2023-05-01,Hyderabad,02:00:00,23,74,921,86,319
2023-05-01,Mumbai,03:00:00,34,64,421,17,104
2023-05-01,Goa,04:00:00,29,81,1108,99,119
2023-05-01,Jaipur,05:00:00,40,50,381,83,200
2023-05-01,Kolkata,06:00:00,41,57,970,53,394
2023-05-01,Kolkata,07:00:00,35,73,668,59,256
2023-05-01,Kolkata,08:00:00,34,85,625,70,482
2023-05-01,Hyderabad,09:00:00,38,39,1173,99,100
2023-05-01,Delhi,10:00:00,39,52,751,0,311
2023-05-01,Mumbai,11:00:00,38,77,1041,36,218
2023-05-01,Kolkata,12:00:00,37,81,1033,48,484
2023-05-01,Pune,13:00:00,31,44,259,34,359
2023-05-01,Goa,14:00:00,44,84,684,66,498
2023-05-01,Chennai,15:00:00,35,72,210,34,274
2023-05-01,Pune,16:00:00,20,79,831,92,233
2023-05-01,Mumbai,17:00:00,35,35,584,8,201
2023-05-01,Hyderabad,18:00:00,21,62,609,36,484
2023-05-01,Mumbai,19:00:00,43,91,241,59,161
2023-05-01,Chennai,20:00:00,34,84,901,55,488
2023-05-01,Goa,21:00:00,26,68,322,88,153
2023-05-01,Chennai,22:00:00,20,41,900,11,404
2023-05-01,Bangalore,23:00:00,24,60,451,70,106
2023-05-02,Goa,00:00:00,29,82,1172,70,455
2023-05-02,Mumbai,01:00:00,41,63,803,3,102
2023-05-02,Kolkata,02:00:00,40,70,683,60,431
2023-05-02,Mumbai,03:00:00,23,39,412,44,478
2023-05-02,Mumbai,04:00:00,33,81,1029,94,434
2023-05-02,Goa,05:00:00,32,86,913,49,248
2023-05-02,Bangalore,06:00:00,20,32,467,49,387
2023-05-02,Mumbai,07:00:00,35,86,866,73,111
2023-05-02,Pune,08:00:00,42,62,906,47,203
2023-05-02,Jaipur,09:00:00,28,36,739,22,210
2023-05-02,Ahmedabad,10:00:00,41,33,905,89,362
2023-05-02,Ahmedabad,11:00:00,35,68,1123,86,272
2023-05-02,Mumbai,12:00:00,38,77,934,92,194
2023-05-02,Pune,13:00:00,34,45,818,7,420
2023-05-02,Kolkata,14:00:00,33,67,860,82,302
2023-05-02,Hyderabad,15:00:00,39,33,334,28,144
2023-05-02,Hyderabad,16:00:00,29,33,697,42,133
2023-05-02,Goa,17:00:00,40,56,806,52,310
2023-05-02,Ahmedabad,18:00:00,31,46,981,5,494
2023-05-02,Mumbai,19:00:00,20,99,1134,92,324
2023-05-02,Hyderabad,20:00:00,40,83,1085,23,363
2023-05-02,Mumbai,21:00:00,36,37,325,73,400
2023-05-02,Goa,22:00:00,28,82,558,13,325
2023-05-02,Ahmedabad,23:00:00,42,34,702,51,203
2023-05-03,Chennai,00:00:00,38,98,1040,69,320
2023-05-03,Jaipur,01:00:00,44,76,1182,3,433
2023-05-03,Jaipur,02:00:00,37,69,517,57,400
2023-05-03,Hyderabad,03:00:00,26,36,211,78,222
2023-05-03,Jaipur,04:00:00,28,41,676,36,493
2023-05-03,Chennai,05:00:00,41,54,493,47,321
2023-05-03,Mumbai,06:00:00,40,57,1153,38,142
2023-05-03,Goa,07:00:00,31,72,639,91,309
2023-05-03,Chennai,08:00:00,26,76,1006,65,436
2023-05-03,Goa,09:00:00,33,78,1053,12,110
2023-05-03,Goa,10:00:00,34,83,715,65,315
2023-05-03,Ahmedabad,11:00:00,34,47,1015,59,263
2023-05-03,Mumbai,12:00:00,25,56,590,40,324
2023-05-03,Pune,13:00:00,40,35,515,31,324
2023-05-03,Jaipur,14:00:00,33,98,879,51,345
2023-05-03,Pune,15:00:00,21,51,207,4,245
2023-05-03,Ahmedabad,16:00:00,27,88,707,66,290
2023-05-03,Goa,17:00:00,32,76,323,65,360
2023-05-03,Hyderabad,18:00:00,42,97,571,77,386
2023-05-03,Jaipur,19:00:00,25,61,513,51,115
2023-05-03,Jaipur,20:00:00,24,30,384,48,293
2023-05-03,Mumbai,21:00:00,24,83,746,28,108
2023-05-03,Bangalore,22:00:00,44,75,784,37,101
2023-05-03,Delhi,23:00:00,20,70,1082,69,392
2023-05-04,Delhi,00:00:00,28,70,724,97,183
2023-05-04,Delhi,01:00:00,25,37,238,7,308
2023-05-04,Bangalore,02:00:00,39,61,283,58,157
2023-05-04,Mumbai,03:00:00,26,59,220,54,438
2023-05-04,Bangalore,04:00:00,28,75,452,1,205
2023-05-04,Delhi,05:00:00,24,81,502,25,235
2023-05-04,Ahmedabad,06:00:00,33,90,1178,62,407
2023-05-04,Chennai,07:00:00,24,42,457,16,430
2023-05-04,Goa,08:00:00,27,69,1011,58,176
2023-05-04,Bangalore,09:00:00,26,90,1199,87,424
2023-05-04,Mumbai,10:00:00,32,73,741,94,309
2023-05-04,Mumbai,11:00:00,32,91,1182,15,331
2023-05-04,Pune,12:00:00,27,73,839,57,224
2023-05-04,Chennai,13:00:00,30,77,1022,63,279
2023-05-04,Hyderabad,14:00:00,37,88,751,49,389
2023-05-04,Jaipur,15:00:00,44,86,660,84,313
2023-05-04,Delhi,16:00:00,38,40,808,25,196
2023-05-04,Hyderabad,17:00:00,25,54,423,16,348
2023-05-04,Pune,18:00:00,41,90,291,45,320
2023-05-04,Delhi,19:00:00,21,75,479,67,112
2023-05-04,Chennai,20:00:00,32,83,369,49,405
2023-05-04,Pune,21:00:00,42,63,995,42,190
2023-05-04,Delhi,22:00:00,44,36,933,47,292
2023-05-04,Chennai,23:00:00,30,91,828,67,298
2023-05-05,Kolkata,00:00:00,20,86,447,18,359
2023-05-05,Hyderabad,01:00:00,43,34,560,24,163
2023-05-05,Hyderabad,02:00:00,21,64,548,71,429
2023-05-05,Jaipur,03:00:00,36,66,1065,17,331
2023-05-05,Chennai,04:00:00,27,89,634,50,326
2023-05-05,Bangalore,05:00:00,21,94,605,17,266
2023-05-05,Kolkata,06:00:00,25,45,800,57,350
2023-05-05,Ahmedabad,07:00:00,41,59,277,63,285
2023-05-05,Delhi,08:00:00,24,71,657,70,348
2023-05-05,Kolkata,09:00:00,35,90,785,56,371
2023-05-05,Chennai,10:00:00,27,77,591,16,439
2023-05-05,Goa,11:00:00,38,91,213,58,237
2023-05-05,Delhi,12:00:00,35,93,244,66,208
2023-05-05,Mumbai,13:00:00,32,86,237,85,417
2023-05-05,Hyderabad,14:00:00,39,97,615,14,143
2023-05-05,Chennai,15:00:00,26,75,444,94,441
2023-05-05,Mumbai,16:00:00,35,57,261,99,436
2023-05-05,Jaipur,17:00:00,42,32,692,25,300
2023-05-05,Pune,18:00:00,35,66,807,47,477
2023-05-05,Ahmedabad,19:00:00,31,77,522,13,203
2023-05-05,Ahmedabad,20:00:00,33,48,451,80,488
2023-05-05,Mumbai,21:00:00,43,46,667,8,219
2023-05-05,Hyderabad,22:00:00,37,69,260,6,489
2023-05-05,Jaipur,23:00:00,37,79,980,90,461
2023-05-06,Goa,00:00:00,35,58,318,91,482
2023-05-06,Hyderabad,01:00:00,39,80,286,54,127
2023-05-06,Kolkata,02:00:00,35,71,794,11,206
2023-05-06,Ahmedabad,03:00:00,32,58,279,16,379
2023-05-06,Kolkata,04:00:00,28,95,427,72,127
2023-05-06,Delhi,05:00:00,28,46,682,7,285
2023-05-06,Bangalore,06:00:00,32,60,1014,90,294
2023-05-06,Chennai,07:00:00,23,81,822,41,245
2023-05-06,Jaipur,08:00:00,28,68,1081,75,359
2023-05-06,Hyderabad,09:00:00,34,89,509,36,459
2023-05-06,Ahmedabad,10:00:00,33,80,782,19,276
2023-05-06,Kolkata,11:00:00,38,45,1147,0,227
2023-05-06,Pune,12:00:00,31,43,684,8,483
2023-05-06,Delhi,13:00:00,40,71,1039,23,205
2023-05-06,Chennai,14:00:00,44,80,224,33,451
2023-05-06,Chennai,15:00:00,25,53,990,35,482
2023-05-06,Hyderabad,16:00:00,22,72,401,3,310
2023-05-06,Jaipur,17:00:00,44,48,1125,28,448
2023-05-06,Goa,18:00:00,41,90,424,86,421
2023-05-06,Pune,19:00:00,39,92,978,98,413
2023-05-06,Hyderabad,20:00:00,35,55,709,15,110
2023-05-06,Kolkata,21:00:00,39,64,1130,7,466
2023-05-06,Bangalore,22:00:00,43,96,994,90,459
2023-05-06,Mumbai,23:00:00,42,85,828,38,420
2023-05-07,Goa,00:00:00,36,69,778,57,483
2023-05-07,Jaipur,01:00:00,35,58,758,11,116
2023-05-07,Delhi,02:00:00,25,35,952,43,469
2023-05-07,Goa,03:00:00,27,81,889,3,435
2023-05-07,Ahmedabad,04:00:00,38,30,719,24,165
2023-05-07,Jaipur,05:00:00,44,81,382,69,473
2023-05-07,Bangalore,06:00:00,21,53,276,66,212
2023-05-07,Ahmedabad,07:00:00,33,63,625,38,231
2023-05-07,Goa,08:00:00,41,36,266,23,170
2023-05-07,Mumbai,09:00:00,31,40,859,84,160
2023-05-07,Mumbai,10:00:00,36,65,693,5,413
2023-05-07,Bangalore,11:00:00,34,49,884,96,343
2023-05-07,Chennai,12:00:00,37,92,746,71,408
2023-05-07,Pune,13:00:00,35,92,276,32,104
2023-05-07,Delhi,14:00:00,32,98,1115,47,469
2023-05-07,Chennai,15:00:00,40,59,991,66,416
2023-05-07,Mumbai,16:00:00,36,59,896,1,120
2023-05-07,Mumbai,17:00:00,27,51,254,37,285
2023-05-07,Kolkata,18:00:00,20,90,1104,39,308
2023-05-07,Ahmedabad,19:00:00,44,50,805,55,330
2023-05-07,Goa,20:00:00,22,66,672,87,113
2023-05-07,Delhi,21:00:00,35,56,855,20,451
2023-05-07,Bangalore,22:00:00,21,64,446,81,178
2023-05-07,Goa,23:00:00,34,67,638,34,281
2023-05-08,Kolkata,00:00:00,20,89,911,74,177
2023-05-08,Mumbai,01:00:00,28,99,947,74,396
2023-05-08,Bangalore,02:00:00,35,61,513,66,371
2023-05-08,Mumbai,03:00:00,23,56,519,59,150
2023-05-08,Delhi,04:00:00,31,32,419,22,356
2023-05-08,Ahmedabad,05:00:00,20,78,1043,64,395
2023-05-08,Goa,06:00:00,20,59,570,62,117
2023-05-08,Goa,07:00:00,26,51,415,22,389
2023-05-08,Chennai,08:00:00,37,48,248,85,317
2023-05-08,Bangalore,09:00:00,42,60,996,41,199
2023-05-08,Pune,10:00:00,42,49,662,93,248
2023-05-08,Kolkata,11:00:00,34,48,317,63,484
2023-05-08,Pune,12:00:00,44,31,281,65,254
2023-05-08,Chennai,13:00:00,32,69,462,80,494
2023-05-08,Delhi,14:00:00,35,68,788,40,475
2023-05-08,Kolkata,15:00:00,26,83,922,19,201
2023-05-08,Ahmedabad,16:00:00,35,56,695,8,214
2023-05-08,Pune,17:00:00,32,41,833,56,369
2023-05-08,Ahmedabad,18:00:00,33,46,1036,74,191
2023-05-08,Pune,19:00:00,36,39,801,16,120
2023-05-08,Ahmedabad,20:00:00,31,48,969,77,219
2023-05-08,Pune,21:00:00,43,59,872,81,118
2023-05-08,Ahmedabad,22:00:00,43,59,375,17,123
2023-05-08,Chennai,23:00:00,39,54,1004,62,125
2023-05-09,Jaipur,00:00:00,32,95,288,71,252
2023-05-09,Kolkata,01:00:00,43,64,838,92,400
2023-05-09,Bangalore,02:00:00,39,80,1184,71,463
2023-05-09,Delhi,03:00:00,34,56,558,25,301
2023-05-09,Hyderabad,04:00:00,43,39,485,91,238
2023-05-09,Mumbai,05:00:00,40,72,496,71,379
2023-05-09,Bangalore,06:00:00,23,84,459,83,123
2023-05-09,Mumbai,07:00:00,41,35,1050,71,111
2023-05-09,Kolkata,08:00:00,21,35,674,77,234
2023-05-09,Bangalore,09:00:00,37,77,955,12,180
2023-05-09,Ahmedabad,10:00:00,21,31,822,16,454
2023-05-09,Ahmedabad,11:00:00,44,80,1134,25,169
2023-05-09,Hyderabad,12:00:00,34,90,735,5,303
2023-05-09,Mumbai,13:00:00,38,48,761,80,178
2023-05-09,Delhi,14:00:00,34,31,236,3,378
2023-05-09,Kolkata,15:00:00,39,80,380,88,298
2023-05-09,Ahmedabad,16:00:00,29,55,964,6,478
2023-05-09,Jaipur,17:00:00,43,99,224,16,393
2023-05-09,Chennai,18:00:00,39,49,548,85,384
2023-05-09,Chennai,19:00:00,30,52,836,91,255
2023-05-09,Pune,20:00:00,29,83,742,49,175
2023-05-09,Delhi,21:00:00,42,44,948,5,318
2023-05-09,Chennai,22:00:00,24,35,426,29,423
2023-05-09,Pune,23:00:00,28,64,547,73,376
2023-05-10,Mumbai,00:00:00,39,37,237,55,364
2023-05-10,Ahmedabad,01:00:00,38,86,582,38,148
2023-05-10,Ahmedabad,02:00:00,32,79,769,13,197
2023-05-10,Jaipur,03:00:00,37,78,435,53,392
2023-05-10,Bangalore,04:00:00,36,50,380,21,120
2023-05-10,Chennai,05:00:00,25,65,313,56,122
2023-05-10,Mumbai,06:00:00,29,98,505,40,237
2023-05-10,Goa,07:00:00,21,87,331,89,329
2023-05-10,Chennai,08:00:00,43,92,547,9,425
2023-05-10,Delhi,09:00:00,25,45,379,1,456
2023-05-10,Bangalore,10:00:00,40,35,614,66,128
2023-05-10,Chennai,11:00:00,32,81,1182,47,414
2023-05-10,Mumbai,12:00:00,37,31,789,41,120
2023-05-10,Chennai,13:00:00,26,47,931,10,441
2023-05-10,Delhi,14:00:00,21,64,853,73,198
2023-05-10,Goa,15:00:00,33,68,584,11,162
2023-05-10,Kolkata,16:00:00,24,30,711,13,401
